id_estudiante,edad,genero,horas_estudio_dia,horas_redes_sociales,netflix_hours,trabajo_medio_tiempo,porcentaje_asistencia,horas_sueno,calidad_dieta,frecuencia_ejercicio,nivel_educacion_padres,calidad_internet,nivel_salud_mental,participacion_extracurricular,nota_examen
S1979,22,Masculino,1.3,2.2,1.8,No,76.1,5.0,Buena,6,Secundaria,Mala,10,No,53.4
S1980,20,Femenino,3.7,3.5,2.5,No,93.0,5.2,Mala,6,Secundaria,Buena,10,Si,81.0
S1981,24,Masculino,3.6,0.0,3.6,No,66.3,9.6,Regular,3,Bachelor,Regular,2,No,66.2
S1982,20,Femenino,3.8,2.4,2.2,Si,91.5,8.6,Regular,2,Secundaria,Buena,10,No,88.0
S1983,21,Masculino,3.9,1.8,2.1,No,74.0,6.5,Mala,2,Master,Regular,2,No,64.4
S1984,24,Masculino,3.2,3.0,0.1,No,97.5,6.8,Regular,6,Secundaria,Regular,7,No,82.4
S1985,18,Masculino,5.7,3.1,0.0,Si,86.6,5.7,Regular,2,Master,Buena,3,Si,80.9
S1986,20,Masculino,1.1,1.7,2.2,No,91.4,7.0,Mala,5,Master,Mala,8,No,59.6
S1987,20,Femenino,2.3,1.6,1.7,Si,85.8,5.6,Regular,1,Secundaria,Regular,9,No,56.2
S1988,18,Masculino,3.3,2.4,1.2,No,67.5,4.1,Regular,4,Bachelor,Regular,8,Si,72.5
S1989,24,Masculino,1.0,1.4,2.1,Si,76.4,4.9,Regular,3,Secundaria,Regular,6,No,47.6
S1990,18,Masculino,3.2,3.5,1.7,No,91.7,6.5,Buena,1,Master,Buena,5,No,63.6
S1991,20,Masculino,6.0,2.1,3.0,No,86.7,5.1,Buena,2,Secundaria,Buena,3,No,85.3
S1992,18,Masculino,3.5,0.0,1.9,No,96.8,6.4,Regular,3,Bachelor,Mala,3,No,71.8
S1993,20,Masculino,3.8,2.1,1.0,No,89.0,5.2,Buena,1,Secundaria,Buena,7,No,70.9
S1994,20,Femenino,1.6,1.3,2.9,No,75.3,5.6,Buena,0,Secundaria,Regular,5,No,41.7
S1995,21,Femenino,2.6,0.5,1.6,No,77.0,7.5,Regular,2,Secundaria,Buena,6,Si,76.1
S1996,17,Femenino,2.9,1.0,2.4,Si,86.0,6.8,Mala,1,Secundaria,Regular,6,Si,65.9
S1997,20,Masculino,3.0,2.6,1.3,No,61.9,6.5,Buena,5,Bachelor,Buena,9,Si,64.4
S1998,24,Masculino,5.4,4.1,1.1,Si,100.0,7.6,Regular,0,Bachelor,Regular,1,No,69.7
S1999,19,Femenino,4.3,2.9,1.9,No,89.4,7.1,Buena,2,Bachelor,Regular,8,No,74.9
